EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
804585,133.252,20.711,89.988,35.84,-999.0,-999.0,-999.0,3.115,21.929000000000002,112.509,0.7559999999999999,1.412,-999.0,35.945,2.191,-1.262,27.171999999999997,0.311,2.536,15.251,-2.679,145.707,1,49.391999999999996,2.59,0.38299999999999995,-999.0,-999.0,-999.0,49.391999999999996,0.000461281573949,s,b,0.0037887245431999996
178884,133.178,92.61,74.157,34.054,-999.0,-999.0,-999.0,2.55,9.552999999999999,121.82700000000001,1.8359999999999999,0.098,-999.0,27.653000000000002,-1.327,2.713,50.785,-0.76,0.22699999999999998,43.553000000000004,3.017,202.278,1,43.388999999999996,-0.35700000000000004,-1.035,-999.0,-999.0,-999.0,43.388999999999996,0.005720682500879999,s,t,0.018636116672000002
336736,33.027,39.357,28.386,26.84,-999.0,-999.0,-999.0,1.227,26.84,49.058,1.3130000000000002,-1.341,-999.0,21.208000000000002,1.217,-0.23600000000000001,27.85,1.58,0.9359999999999999,14.382,-2.572,77.71600000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.6146131477560001,b,t,2.01572088108
644071,-999.0,131.472,103.573,8.158,-999.0,-999.0,-999.0,1.909,8.158,123.16,1.281,-1.3940000000000001,-999.0,53.998000000000005,-1.751,-2.513,69.16199999999999,-1.117,1.97,70.50399999999999,-0.484,220.523,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00081448039868,s,v,0.0014828427550699999
764057,87.307,26.447,40.967,188.88099999999997,-999.0,-999.0,-999.0,0.986,27.195999999999998,302.14799999999997,0.47700000000000003,1.181,-999.0,59.378,-0.7140000000000001,-0.49,28.335,-1.506,0.098,104.635,-0.39299999999999996,408.022,1,214.43599999999998,-1.025,2.835,-999.0,-999.0,-999.0,214.43599999999998,0.547651023026,b,v,0.9957549403020001
482571,109.09,85.78399999999999,79.861,2.5869999999999997,-999.0,-999.0,-999.0,2.75,2.5869999999999997,86.12100000000001,2.041,-1.311,-999.0,28.316,-2.355,2.7769999999999997,57.805,-2.126,0.037000000000000005,32.395,-2.839,56.663999999999994,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.45829815891,b,v,2.65151991892
881062,45.211000000000006,59.82,37.479,39.26,-999.0,-999.0,-999.0,1.1420000000000001,7.705,98.66799999999999,0.741,-0.8859999999999999,-999.0,38.541,-1.335,1.212,28.566,-0.623,0.319,31.381999999999998,-2.9130000000000003,164.93,1,31.561,1.187,-1.8219999999999998,-999.0,-999.0,-999.0,31.561,0.578940038519,b,v,1.05264553385
805774,-999.0,82.806,52.836999999999996,1.087,-999.0,-999.0,-999.0,1.768,1.087,65.48899999999999,1.5430000000000001,-1.382,-999.0,25.754,1.4780000000000002,-1.014,39.735,0.625,-2.562,46.763999999999996,1.1440000000000001,180.25,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.4839581582899999,b,v,2.69817567245
613724,66.02199999999999,38.028,48.988,64.62899999999999,1.536,129.04399999999998,0.518,1.5219999999999998,1.069,174.81,1.96,0.146,0.0,21.82,-0.18,1.2,42.771,1.15,1.9369999999999998,15.293,0.261,231.792,2,66.143,-0.285,-2.375,44.077,-1.821,-0.40299999999999997,110.22,0.720680380306,b,v,1.31036192556
267922,125.2,16.225,91.904,82.78299999999999,4.446000000000001,447.99699999999996,-4.681,2.0580000000000003,2.6689999999999996,203.674,0.429,1.381,0.9940000000000001,72.208,-0.48200000000000004,-1.2409999999999999,30.996,0.687,0.45299999999999996,7.903,-0.637,231.582,2,62.758,-1.7109999999999999,1.867,37.713,2.735,3.0989999999999997,100.47,0.000461281573949,s,t,0.0015027048310099999
539046,128.857,12.9,84.67299999999999,65.6,5.269,1265.6019999999999,-6.58,3.097,36.665,324.832,2.141,-1.386,0.9790000000000001,27.815,-0.408,2.975,59.56399999999999,-0.9790000000000001,-0.069,34.736999999999995,-0.354,443.251,3,114.885,2.0340000000000002,2.256,71.402,-3.234,-1.956,237.453,0.000461281573949,s,b,0.0037887245431999996
812258,106.425,3.8080000000000003,73.503,49.727,-999.0,-999.0,-999.0,2.452,49.727,64.264,0.973,1.145,-999.0,32.576,2.065,-2.759,31.688000000000002,0.637,-0.7659999999999999,19.373,-0.92,154.037,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.443597626883,b,v,0.806562043899
199139,135.41899999999998,20.776,93.7,52.14,-999.0,-999.0,-999.0,2.146,2.484,162.748,0.499,-0.308,-999.0,73.536,0.358,0.077,36.722,-0.155,-2.0069999999999997,28.114,-2.665,256.699,1,52.49,0.624,2.205,-999.0,-999.0,-999.0,52.49,0.005720682500879999,s,t,0.018636116672000002
786924,115.90899999999999,58.792,91.06700000000001,1.3459999999999999,-999.0,-999.0,-999.0,3.012,1.3459999999999999,72.01899999999999,1.3880000000000001,-1.3940000000000001,-999.0,30.16,-0.39,-0.002,41.858999999999995,1.146,-2.592,23.864,1.3019999999999998,89.77799999999999,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.7039931501469999,b,v,1.28002072072
163866,167.71,5.6610000000000005,98.728,74.76899999999999,1.474,148.13299999999998,-0.184,2.8680000000000003,29.933000000000003,223.725,1.193,1.224,0.195,45.531000000000006,-1.416,-0.581,54.326,-1.541,2.8360000000000003,62.229,2.9339999999999997,274.086,2,84.68,-1.337,-0.049,39.188,0.13699999999999998,-2.822,123.868,0.00081448039868,s,t,0.0026533113373299996
892456,48.284,44.678000000000004,33.865,83.41,2.12,260.584,-0.544,1.077,22.601,251.243,0.9840000000000001,0.008,0.013000000000000001,32.79,-1.847,1.25,32.251,-1.444,2.249,60.458999999999996,-2.9730000000000003,257.63,2,138.965,-0.299,-0.19,47.236999999999995,1.821,-2.835,186.202,0.278151712175,b,v,0.505743493405
587991,78.561,104.21799999999999,67.469,31.011,0.491,84.90899999999999,3.367,1.79,29.566999999999997,173.44400000000002,2.759,-1.393,0.0,24.500999999999998,-1.419,-0.43799999999999994,67.60600000000001,-0.605,-2.033,44.288000000000004,1.729,316.856,2,41.692,1.6059999999999999,-2.713,39.645,2.097,0.752,81.337,0.0217574936722,b,b,0.177202411201
426912,108.225,27.439,59.292,185.605,0.307,152.498,1.531,1.162,53.279,373.17800000000005,0.5660000000000001,1.405,0.0,68.05,1.1340000000000001,2.813,38.528,0.343,1.962,87.887,2.439,391.49199999999996,3,169.56900000000002,-1.4,-0.078,51.156000000000006,-1.093,-1.916,266.6,0.00046102535673400003,s,b,0.0037866201095900004
622214,130.236,82.064,109.191,17.78,7.48,1784.239,-13.985,2.302,26.958000000000002,204.801,0.8220000000000001,-1.412,0.9390000000000001,65.89699999999999,-1.084,-0.647,54.154,-0.996,-2.947,41.004,1.2229999999999999,208.046,2,43.611000000000004,3.6839999999999997,0.7909999999999999,41.138000000000005,-3.7960000000000003,-2.135,84.75,0.000461281573949,s,b,0.0037887245431999996
323748,134.731,0.951,91.035,18.608,-999.0,-999.0,-999.0,3.327,33.014,109.985,0.924,1.4,-999.0,40.714,2.263,1.222,37.603,1.135,-1.93,21.691,-1.964,356.069,1,31.668000000000003,-2.951,-0.201,-999.0,-999.0,-999.0,31.668000000000003,0.000461281573949,s,t,0.0015027048310099999
217839,133.187,14.431,87.43700000000001,27.037,-999.0,-999.0,-999.0,3.1289999999999996,27.037,92.75200000000001,0.49700000000000005,-1.4140000000000001,-999.0,61.961999999999996,-1.3319999999999999,-1.895,30.791,-1.253,1.261,8.122,0.314,151.222,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.005720682500879999,s,t,0.018636116672000002
516363,123.851,0.14800000000000002,83.01,2.138,-999.0,-999.0,-999.0,3.216,2.138,79.717,0.552,1.129,-999.0,51.357,-0.499,2.8139999999999996,28.36,0.331,-0.293,23.912,-0.28800000000000003,118.87299999999999,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.00046102535673400003,s,v,0.0008393426179980001
477495,127.329,43.476000000000006,104.51700000000001,62.49,-999.0,-999.0,-999.0,2.01,1.1159999999999999,174.896,1.056,-1.4140000000000001,-999.0,55.201,0.182,2.115,58.3,-0.7879999999999999,0.354,9.854,-1.9180000000000001,188.965,1,61.395,-0.65,-1.9469999999999998,-999.0,-999.0,-999.0,61.395,0.00081448039868,s,b,0.00668971415879
441156,-999.0,94.40799999999999,125.667,14.005,-999.0,-999.0,-999.0,2.485,14.005,97.928,0.982,-1.386,-999.0,49.413000000000004,-0.5710000000000001,-0.654,48.515,-2.3930000000000002,1.036,62.113,3.1060000000000003,205.59599999999997,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.72937073315,b,v,1.32616297662
354232,187.03599999999997,24.941999999999997,139.391,19.414,-999.0,-999.0,-999.0,4.461,19.414,50.839,1.2,-1.412,-999.0,23.112,-1.087,2.7889999999999997,27.726999999999997,2.256,-0.541,20.006,0.575,120.667,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.9846942601800002,b,v,3.6086285453199993
507685,93.805,46.17100000000001,39.68,180.733,1.2830000000000001,246.24,-0.015,1.084,3.62,341.42900000000003,0.6629999999999999,1.298,0.006,47.21,-0.871,-0.413,31.323,-0.83,0.669,113.31200000000001,-0.126,367.855,2,202.15400000000002,1.271,-2.9,60.742,-0.012,1.298,262.89599999999996,0.443597626883,b,b,3.61285037106
282876,114.889,21.485,76.453,163.343,3.787,549.259,-3.095,1.3459999999999999,1.268,303.593,1.203,1.3840000000000001,0.8290000000000001,51.346,0.8759999999999999,0.051,61.783,-0.12,0.956,61.549,0.606,355.154,2,141.689,-1.193,-2.855,48.773999999999994,2.594,-1.5830000000000002,190.46400000000003,0.000461281573949,s,t,0.0015027048310099999
699932,139.075,69.905,85.37,54.738,2.2569999999999997,225.78400000000002,-0.731,2.562,19.244,228.675,1.153,1.156,0.326,37.433,-0.544,-0.34,43.159,0.45899999999999996,-2.698,35.288000000000004,-0.478,294.91900000000004,2,108.18799999999999,-1.864,2.327,39.896,0.392,-0.809,148.084,0.000461281573949,s,b,0.0037887245431999996
351581,-999.0,86.52799999999999,136.37,1.9980000000000002,-999.0,-999.0,-999.0,3.552,1.9980000000000002,75.328,2.295,-1.32,-999.0,22.858,2.448,-3.109,52.47,-0.191,0.797,37.344,-1.9180000000000001,117.73100000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.10064699062,b,b,17.1085749778
313724,179.94099999999997,62.193000000000005,161.013,4.595,-999.0,-999.0,-999.0,4.039,4.595,54.422,1.5590000000000002,-1.349,-999.0,21.268,-2.131,0.9590000000000001,33.154,1.4569999999999999,2.812,31.316999999999997,-0.86,74.385,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.08439069359,b,t,6.8360884578
183566,108.301,78.173,80.891,24.21,6.476,1228.617,-9.982000000000001,3.134,53.055,178.447,1.499,-1.413,0.8029999999999999,31.406999999999996,-1.5830000000000002,-1.386,47.083,-2.225,1.83,36.521,-0.631,285.654,2,63.385,2.529,-1.874,36.573,-3.947,0.738,99.95700000000001,0.000461281573949,s,t,0.0015027048310099999
799330,142.5,51.905,109.083,201.63299999999998,6.728,2403.156,-10.295,1.375,2.734,398.969,2.721,1.271,0.737,47.766999999999996,1.854,1.9,129.99,0.85,2.84,42.57899999999999,2.127,308.95599999999996,2,183.51,2.353,-0.809,37.701,-4.374,0.42,221.21099999999998,0.000461281573949,s,v,0.000839809086978
474034,-999.0,87.98,53.042,5.6370000000000004,-999.0,-999.0,-999.0,1.743,5.6370000000000004,69.324,1.61,-1.334,-999.0,26.565,-1.22,2.342,42.75899999999999,-1.766,-2.286,47.761,0.39299999999999996,115.20100000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.4384248469299998,b,v,2.6153856879
481690,109.291,40.080999999999996,84.456,25.025,-999.0,-999.0,-999.0,3.154,25.025,74.609,0.9359999999999999,1.4140000000000001,-999.0,38.538000000000004,-0.8190000000000001,-2.419,36.071,-1.847,0.563,18.631,-1.204,117.28399999999999,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.000461281573949,s,v,0.000839809086978
713307,154.326,83.556,126.28,23.695999999999998,-999.0,-999.0,-999.0,2.445,33.063,179.655,1.186,-1.402,-999.0,57.04,-1.413,0.9840000000000001,67.666,-2.293,-3.0189999999999997,44.773,-1.295,369.01099999999997,1,54.95,0.588,-0.135,-999.0,-999.0,-999.0,54.95,0.00081448039868,s,v,0.0014828427550699999
162972,92.546,20.674,65.652,6.125,-999.0,-999.0,-999.0,2.835,6.125,68.138,0.632,-1.405,-999.0,41.745,-1.85,0.5579999999999999,26.393,-1.78,-2.891,15.44,-1.8159999999999998,167.452,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.5127398896109999,b,t,1.68161144262
568818,56.321000000000005,12.100999999999999,36.684,41.586000000000006,2.474,255.30900000000003,0.628,1.8019999999999998,7.7,189.551,1.273,0.27899999999999997,0.234,20.708000000000002,0.08800000000000001,-0.821,26.358,-0.021,0.977,21.555,1.4909999999999999,376.244,2,92.866,2.7060000000000004,-2.7969999999999997,49.619,0.23199999999999998,0.10300000000000001,142.485,0.022532572450099996,b,v,0.0409693753714
128896,-999.0,156.811,212.86599999999998,123.022,-999.0,-999.0,-999.0,3.108,5.581,242.44099999999997,3.761,-0.5589999999999999,-999.0,25.833000000000002,1.715,2.0269999999999997,97.146,-1.236,1.052,106.035,-0.713,284.774,1,119.462,-1.801,-2.861,-999.0,-999.0,-999.0,119.462,1.0435734433700001,b,t,3.42256391426
323653,54.177,65.568,44.355,87.197,-999.0,-999.0,-999.0,1.175,27.445,143.125,2.379,-0.165,-999.0,24.629,-0.37200000000000005,-2.577,58.602,-1.1440000000000001,2.82,45.8,1.449,197.55900000000003,1,59.893,-2.096,-0.6609999999999999,-999.0,-999.0,-999.0,59.893,0.709651433378,b,t,2.32741394773
595592,119.537,10.443,82.969,1.037,-999.0,-999.0,-999.0,3.18,1.037,73.43,0.6459999999999999,-1.386,-999.0,44.603,-0.737,1.4969999999999999,28.827,0.379,-1.808,17.811,-1.3430000000000002,84.73700000000001,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,v,0.0104150727436
170303,100.0,60.393,64.84,0.158,-999.0,-999.0,-999.0,2.911,0.158,61.843999999999994,1.946,-1.345,-999.0,20.991,-0.153,2.4819999999999998,40.853,0.836,-1.063,23.053,1.72,42.095,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.57762616621,b,t,5.17407415928
173232,87.54700000000001,81.137,77.215,3.508,-999.0,-999.0,-999.0,2.5069999999999997,3.508,69.219,1.881,-1.33,-999.0,24.03,2.458,-2.204,45.18899999999999,0.9790000000000001,-0.18,38.676,2.474,123.537,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.768405381618,b,t,2.52010679972
589611,93.35700000000001,37.775,69.74,44.909,0.33399999999999996,55.578,0.006,2.079,14.398,149.875,1.361,-0.515,0.868,29.936,1.5130000000000001,-0.40299999999999997,40.742,0.24600000000000002,1.245,9.113999999999999,-1.4969999999999999,200.34,2,44.637,0.35,-2.07,34.56,0.016,2.7430000000000003,79.197,0.443597626883,b,v,0.806562043899
636287,-999.0,101.11399999999999,94.42399999999999,53.806000000000004,-999.0,-999.0,-999.0,1.5819999999999999,53.806000000000004,139.061,0.46,-1.411,-999.0,95.243,0.8809999999999999,0.514,43.818000000000005,0.331,-0.9690000000000001,65.566,2.85,201.887,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.22687007735599998,b,v,0.412501740772
889902,-999.0,78.331,27.143,1.486,-999.0,-999.0,-999.0,0.895,1.486,60.646,0.818,-1.4140000000000001,-999.0,33.353,-1.09,-0.9159999999999999,27.293000000000003,-1.76,-1.5090000000000001,57.51,1.936,112.999,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.29349758823,b,v,2.35187475161
713868,101.149,76.319,76.406,54.106,-999.0,-999.0,-999.0,2.9730000000000003,54.106,69.405,0.91,1.27,-999.0,36.329,1.136,2.376,33.077,2.081,-0.44299999999999995,46.687,2.2159999999999997,148.279,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,v,0.0104150727436
875957,109.67,44.093999999999994,77.82600000000001,39.446,-999.0,-999.0,-999.0,2.855,39.446,79.751,0.685,1.4080000000000001,-999.0,47.333,0.9520000000000001,-0.27,32.418,1.128,2.58,21.234,0.584,208.361,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,v,0.0104150727436
307782,90.09899999999999,9.971,64.818,25.73,-999.0,-999.0,-999.0,2.932,25.73,60.812,1.429,-1.194,-999.0,25.041,1.138,-0.446,35.771,0.26899999999999996,3.037,14.857999999999999,2.6010000000000004,163.48,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.5127398896109999,b,t,1.68161144262
854793,77.482,35.727,54.756,28.801,-999.0,-999.0,-999.0,2.543,8.121,93.671,1.839,1.3719999999999999,-999.0,21.05,1.1640000000000001,-3.102,38.718,1.341,0.645,12.092,2.5869999999999997,113.682,1,33.903,2.226,-1.3559999999999999,-999.0,-999.0,-999.0,33.903,0.5127398896109999,b,b,4.17597477573
148466,174.688,45.853,117.861,0.897,-999.0,-999.0,-999.0,3.115,0.897,117.749,1.157,-1.413,-999.0,54.596,-1.64,-2.31,63.153,-1.4680000000000002,0.863,8.508,-1.983,89.186,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.593903339031,b,t,1.94779979276
292558,115.031,10.005,72.846,93.795,-999.0,-999.0,-999.0,2.381,24.491999999999997,157.57299999999998,2.242,1.19,-999.0,25.316,-1.003,-1.4369999999999998,56.763000000000005,-1.581,0.873,50.65,0.6859999999999999,159.22,1,75.494,-1.6680000000000001,-2.379,-999.0,-999.0,-999.0,75.494,0.000461281573949,s,t,0.0015027048310099999
162251,127.792,1.955,60.048,79.895,-999.0,-999.0,-999.0,2.783,21.828000000000003,124.699,1.052,0.87,-999.0,29.498,2.366,1.4269999999999998,31.03,2.094,-1.3430000000000002,76.046,-1.383,195.437,1,64.171,-1.2409999999999999,1.683,-999.0,-999.0,-999.0,64.171,0.000461281573949,s,t,0.0015027048310099999
837062,-999.0,74.39399999999999,14.32,3.07,-999.0,-999.0,-999.0,0.539,3.07,53.394,1.1159999999999999,-1.399,-999.0,25.235,-0.498,2.388,28.16,-0.353,1.869,50.248000000000005,-0.9740000000000001,65.212,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.5895176525729999,b,v,1.07187805786
765367,120.93299999999999,0.10300000000000001,63.748999999999995,216.88099999999997,6.142,2284.596,-9.404,1.094,2.65,334.911,0.461,0.995,0.6609999999999999,82.416,1.093,3.0860000000000003,37.967,2.135,-2.861,99.427,-2.859,332.744,2,122.359,3.2289999999999996,0.20199999999999998,92.169,-2.912,0.095,214.528,0.000461281573949,s,v,0.000839809086978
714086,98.538,21.273000000000003,73.438,3.1060000000000003,-999.0,-999.0,-999.0,2.943,3.1060000000000003,63.091,0.725,-1.38,-999.0,36.574,-0.434,1.222,26.517,-1.685,-1.442,16.605999999999998,-2.505,93.516,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,v,0.0104150727436
826260,98.462,14.17,74.313,34.361999999999995,-999.0,-999.0,-999.0,2.983,7.8629999999999995,117.427,2.622,-1.3769999999999998,-999.0,20.763,0.168,-0.883,54.442,1.122,1.943,0.9690000000000001,-1.641,182.417,1,42.222,1.56,-1.381,-999.0,-999.0,-999.0,42.222,0.5127398896109999,b,v,0.932278507121
516649,148.454,37.874,99.29899999999999,80.64,-999.0,-999.0,-999.0,3.015,40.549,148.306,1.849,-1.4069999999999998,-999.0,36.467,0.469,2.35,67.437,0.308,-0.9229999999999999,55.06100000000001,-0.29100000000000004,290.138,1,44.402,-0.11900000000000001,2.265,-999.0,-999.0,-999.0,44.402,1.43091930783,b,b,11.6540239148
